station_id,station_name,station_number,full_station_name,station_type,latitude,longitude,status,county_name,sample_code,sample_date,sample_depth,sample_depth_units,anl_data_type,parameter,fdr_result,fdr_text_result,fdr_date_result,fdr_reporting_limit,uns_name,mth_name,fdr_footnote
3742,CUYAMA R BL TWITCHEL,D6305000,CUYAMA R BL TWITCHELL DM         ,Surface Water,34.94500000,-120.29270000,"Public, Review Status Unknown",Santa Barbara,WDIS_0922764,1959-05-06 12:00:00,,Feet,,DissolvedOxygen,9.50000000,*See Units Note,,0.20000000,mg/L,EPA 360.2 (Field),
3742,CUYAMA R BL TWITCHEL,D6305000,CUYAMA R BL TWITCHELL DM         ,Surface Water,34.94500000,-120.29270000,"Public, Review Status Unknown",Santa Barbara,WDIS_0922764,1959-05-06 12:00:00,,Feet,,WaterTemperature,74.00000000,,,0.10000000,°F,EPA 170.1 (Field),
3742,CUYAMA R BL TWITCHEL,D6305000,CUYAMA R BL TWITCHELL DM         ,Surface Water,34.94500000,-120.29270000,"Public, Review Status Unknown",Santa Barbara,WDIS_0922765,1960-02-04 11:00:00,,Feet,,DissolvedOxygen,10.00000000,*See Units Note,,0.20000000,mg/L,EPA 360.2 (Field),
3742,CUYAMA R BL TWITCHEL,D6305000,CUYAMA R BL TWITCHELL DM         ,Surface Water,34.94500000,-120.29270000,"Public, Review Status Unknown",Santa Barbara,WDIS_0922765,1960-02-04 11:00:00,,Feet,,WaterTemperature,49.00000000,,,0.10000000,°F,EPA 170.1 (Field),
3742,CUYAMA R BL TWITCHEL,D6305000,CUYAMA R BL TWITCHELL DM         ,Surface Water,34.94500000,-120.29270000,"Public, Review Status Unknown",Santa Barbara,WDIS_0922766,1960-03-10 13:00:00,,Feet,,DissolvedOxygen,12.00000000,*See Units Note,,0.20000000,mg/L,EPA 360.2 (Field),
3742,CUYAMA R BL TWITCHEL,D6305000,CUYAMA R BL TWITCHELL DM         ,Surface Water,34.94500000,-120.29270000,"Public, Review Status Unknown",Santa Barbara,WDIS_0922766,1960-03-10 13:00:00,,Feet,,WaterTemperature,68.00000000,,,0.10000000,°F,EPA 170.1 (Field),
3742,CUYAMA R BL TWITCHEL,D6305000,CUYAMA R BL TWITCHELL DM         ,Surface Water,34.94500000,-120.29270000,"Public, Review Status Unknown",Santa Barbara,WDIS_0922767,1960-04-07 14:00:00,,Feet,,DissolvedOxygen,11.20000000,*See Units Note,,0.20000000,mg/L,EPA 360.2 (Field),
3742,CUYAMA R BL TWITCHEL,D6305000,CUYAMA R BL TWITCHELL DM         ,Surface Water,34.94500000,-120.29270000,"Public, Review Status Unknown",Santa Barbara,WDIS_0922767,1960-04-07 14:00:00,,Feet,,WaterTemperature,80.00000000,,,0.10000000,°F,EPA 170.1 (Field),
3742,CUYAMA R BL TWITCHEL,D6305000,CUYAMA R BL TWITCHELL DM         ,Surface Water,34.94500000,-120.29270000,"Public, Review Status Unknown",Santa Barbara,WDIS_0922768,1960-05-05 12:30:00,,Feet,,DissolvedOxygen,10.60000000,*See Units Note,,0.20000000,mg/L,EPA 360.2 (Field),
3742,CUYAMA R BL TWITCHEL,D6305000,CUYAMA R BL TWITCHELL DM         ,Surface Water,34.94500000,-120.29270000,"Public, Review Status Unknown",Santa Barbara,WDIS_0922768,1960-05-05 12:30:00,,Feet,,WaterTemperature,74.00000000,,,0.10000000,°F,EPA 170.1 (Field),
3742,CUYAMA R BL TWITCHEL,D6305000,CUYAMA R BL TWITCHELL DM         ,Surface Water,34.94500000,-120.29270000,"Public, Review Status Unknown",Santa Barbara,WDIS_0922769,1962-03-05 14:45:00,,Feet,,DissolvedOxygen,13.20000000,*See Units Note,,0.20000000,mg/L,EPA 360.2 (Field),
3742,CUYAMA R BL TWITCHEL,D6305000,CUYAMA R BL TWITCHELL DM         ,Surface Water,34.94500000,-120.29270000,"Public, Review Status Unknown",Santa Barbara,WDIS_0922769,1962-03-05 14:45:00,,Feet,,WaterTemperature,62.00000000,,,0.10000000,°F,EPA 170.1 (Field),
3742,CUYAMA R BL TWITCHEL,D6305000,CUYAMA R BL TWITCHELL DM         ,Surface Water,34.94500000,-120.29270000,"Public, Review Status Unknown",Santa Barbara,WDIS_0922770,1962-04-04 15:00:00,,Feet,,DissolvedOxygen,14.00000000,*See Units Note,,0.20000000,mg/L,EPA 360.2 (Field),
3742,CUYAMA R BL TWITCHEL,D6305000,CUYAMA R BL TWITCHELL DM         ,Surface Water,34.94500000,-120.29270000,"Public, Review Status Unknown",Santa Barbara,WDIS_0922770,1962-04-04 15:00:00,,Feet,,WaterTemperature,74.00000000,,,0.10000000,°F,EPA 170.1 (Field),
3742,CUYAMA R BL TWITCHEL,D6305000,CUYAMA R BL TWITCHELL DM         ,Surface Water,34.94500000,-120.29270000,"Public, Review Status Unknown",Santa Barbara,WDIS_0922771,1962-05-01 13:00:00,,Feet,,DissolvedOxygen,12.80000000,*See Units Note,,0.20000000,mg/L,EPA 360.2 (Field),
3742,CUYAMA R BL TWITCHEL,D6305000,CUYAMA R BL TWITCHELL DM         ,Surface Water,34.94500000,-120.29270000,"Public, Review Status Unknown",Santa Barbara,WDIS_0922771,1962-05-01 13:00:00,,Feet,,WaterTemperature,68.00000000,,,0.10000000,°F,EPA 170.1 (Field),
3742,CUYAMA R BL TWITCHEL,D6305000,CUYAMA R BL TWITCHELL DM         ,Surface Water,34.94500000,-120.29270000,"Public, Review Status Unknown",Santa Barbara,WDIS_0922772,1962-06-07 12:30:00,,Feet,,DissolvedOxygen,11.20000000,*See Units Note,,0.20000000,mg/L,EPA 360.2 (Field),
3742,CUYAMA R BL TWITCHEL,D6305000,CUYAMA R BL TWITCHELL DM         ,Surface Water,34.94500000,-120.29270000,"Public, Review Status Unknown",Santa Barbara,WDIS_0922772,1962-06-07 12:30:00,,Feet,,WaterTemperature,72.00000000,,,0.10000000,°F,EPA 170.1 (Field),
3742,CUYAMA R BL TWITCHEL,D6305000,CUYAMA R BL TWITCHELL DM         ,Surface Water,34.94500000,-120.29270000,"Public, Review Status Unknown",Santa Barbara,WDIS_0922773,1962-07-10 10:25:00,,Feet,,DissolvedOxygen,10.00000000,*See Units Note,,0.20000000,mg/L,EPA 360.2 (Field),
3742,CUYAMA R BL TWITCHEL,D6305000,CUYAMA R BL TWITCHELL DM         ,Surface Water,34.94500000,-120.29270000,"Public, Review Status Unknown",Santa Barbara,WDIS_0922773,1962-07-10 10:25:00,,Feet,,WaterTemperature,74.00000000,,,0.10000000,°F,EPA 170.1 (Field),
3742,CUYAMA R BL TWITCHEL,D6305000,CUYAMA R BL TWITCHELL DM         ,Surface Water,34.94500000,-120.29270000,"Public, Review Status Unknown",Santa Barbara,WDIS_0922774,1962-08-07 15:30:00,,Feet,,DissolvedOxygen,10.80000000,*See Units Note,,0.20000000,mg/L,EPA 360.2 (Field),
3742,CUYAMA R BL TWITCHEL,D6305000,CUYAMA R BL TWITCHELL DM         ,Surface Water,34.94500000,-120.29270000,"Public, Review Status Unknown",Santa Barbara,WDIS_0922774,1962-08-07 15:30:00,,Feet,,WaterTemperature,80.00000000,,,0.10000000,°F,EPA 170.1 (Field),
3742,CUYAMA R BL TWITCHEL,D6305000,CUYAMA R BL TWITCHELL DM         ,Surface Water,34.94500000,-120.29270000,"Public, Review Status Unknown",Santa Barbara,WDIS_0922775,1962-09-11 07:40:00,,Feet,,DissolvedOxygen,5.20000000,*See Units Note,,0.20000000,mg/L,EPA 360.2 (Field),
3742,CUYAMA R BL TWITCHEL,D6305000,CUYAMA R BL TWITCHELL DM         ,Surface Water,34.94500000,-120.29270000,"Public, Review Status Unknown",Santa Barbara,WDIS_0922775,1962-09-11 07:40:00,,Feet,,WaterTemperature,64.00000000,,,0.10000000,°F,EPA 170.1 (Field),
3742,CUYAMA R BL TWITCHEL,D6305000,CUYAMA R BL TWITCHELL DM         ,Surface Water,34.94500000,-120.29270000,"Public, Review Status Unknown",Santa Barbara,WDIS_0922776,1963-02-05 07:50:00,,Feet,,DissolvedOxygen,8.00000000,*See Units Note,,0.20000000,mg/L,EPA 360.2 (Field),
3742,CUYAMA R BL TWITCHEL,D6305000,CUYAMA R BL TWITCHELL DM         ,Surface Water,34.94500000,-120.29270000,"Public, Review Status Unknown",Santa Barbara,WDIS_0922776,1963-02-05 07:50:00,,Feet,,WaterTemperature,52.00000000,,,0.10000000,°F,EPA 170.1 (Field),
3742,CUYAMA R BL TWITCHEL,D6305000,CUYAMA R BL TWITCHELL DM         ,Surface Water,34.94500000,-120.29270000,"Public, Review Status Unknown",Santa Barbara,WDIS_0922777,1963-05-06 10:05:00,,Feet,,DissolvedOxygen,8.80000000,*See Units Note,,0.20000000,mg/L,EPA 360.2 (Field),
3742,CUYAMA R BL TWITCHEL,D6305000,CUYAMA R BL TWITCHELL DM         ,Surface Water,34.94500000,-120.29270000,"Public, Review Status Unknown",Santa Barbara,WDIS_0922777,1963-05-06 10:05:00,,Feet,,WaterTemperature,58.00000000,,,0.10000000,°F,EPA 170.1 (Field),
3742,CUYAMA R BL TWITCHEL,D6305000,CUYAMA R BL TWITCHELL DM         ,Surface Water,34.94500000,-120.29270000,"Public, Review Status Unknown",Santa Barbara,WDIS_0922778,1963-06-03 15:45:00,,Feet,,DissolvedOxygen,9.00000000,*See Units Note,,0.20000000,mg/L,EPA 360.2 (Field),
3742,CUYAMA R BL TWITCHEL,D6305000,CUYAMA R BL TWITCHELL DM         ,Surface Water,34.94500000,-120.29270000,"Public, Review Status Unknown",Santa Barbara,WDIS_0922778,1963-06-03 15:45:00,,Feet,,WaterTemperature,81.00000000,,,0.10000000,°F,EPA 170.1 (Field),
3742,CUYAMA R BL TWITCHEL,D6305000,CUYAMA R BL TWITCHELL DM         ,Surface Water,34.94500000,-120.29270000,"Public, Review Status Unknown",Santa Barbara,WDIS_0922779,1963-07-01 14:10:00,,Feet,,DissolvedOxygen,11.10000000,*See Units Note,,0.20000000,mg/L,EPA 360.2 (Field),
3742,CUYAMA R BL TWITCHEL,D6305000,CUYAMA R BL TWITCHELL DM         ,Surface Water,34.94500000,-120.29270000,"Public, Review Status Unknown",Santa Barbara,WDIS_0922779,1963-07-01 14:10:00,,Feet,,WaterTemperature,80.00000000,,,0.10000000,°F,EPA 170.1 (Field),
3742,CUYAMA R BL TWITCHEL,D6305000,CUYAMA R BL TWITCHELL DM         ,Surface Water,34.94500000,-120.29270000,"Public, Review Status Unknown",Santa Barbara,WDIS_0922780,1965-03-01 00:00:00,,Feet,,DissolvedOxygen,10.60000000,*See Units Note,,0.20000000,mg/L,EPA 360.2 (Field),
3742,CUYAMA R BL TWITCHEL,D6305000,CUYAMA R BL TWITCHELL DM         ,Surface Water,34.94500000,-120.29270000,"Public, Review Status Unknown",Santa Barbara,WDIS_0922780,1965-03-01 00:00:00,,Feet,,WaterTemperature,67.00000000,,,0.10000000,°F,EPA 170.1 (Field),
3742,CUYAMA R BL TWITCHEL,D6305000,CUYAMA R BL TWITCHELL DM         ,Surface Water,34.94500000,-120.29270000,"Public, Review Status Unknown",Santa Barbara,WDIS_0922781,1965-04-05 00:00:00,,Feet,,DissolvedOxygen,11.40000000,*See Units Note,,0.20000000,mg/L,EPA 360.2 (Field),
3742,CUYAMA R BL TWITCHEL,D6305000,CUYAMA R BL TWITCHELL DM         ,Surface Water,34.94500000,-120.29270000,"Public, Review Status Unknown",Santa Barbara,WDIS_0922781,1965-04-05 00:00:00,,Feet,,WaterTemperature,59.00000000,,,0.10000000,°F,EPA 170.1 (Field),
3742,CUYAMA R BL TWITCHEL,D6305000,CUYAMA R BL TWITCHELL DM         ,Surface Water,34.94500000,-120.29270000,"Public, Review Status Unknown",Santa Barbara,WDIS_0922782,1965-05-03 00:00:00,,Feet,,DissolvedOxygen,10.00000000,*See Units Note,,0.20000000,mg/L,EPA 360.2 (Field),
3742,CUYAMA R BL TWITCHEL,D6305000,CUYAMA R BL TWITCHELL DM         ,Surface Water,34.94500000,-120.29270000,"Public, Review Status Unknown",Santa Barbara,WDIS_0922782,1965-05-03 00:00:00,,Feet,,WaterTemperature,70.00000000,,,0.10000000,°F,EPA 170.1 (Field),
3742,CUYAMA R BL TWITCHEL,D6305000,CUYAMA R BL TWITCHELL DM         ,Surface Water,34.94500000,-120.29270000,"Public, Review Status Unknown",Santa Barbara,WDIS_0922783,1965-06-01 00:00:00,,Feet,,DissolvedOxygen,8.80000000,*See Units Note,,0.20000000,mg/L,EPA 360.2 (Field),
3742,CUYAMA R BL TWITCHEL,D6305000,CUYAMA R BL TWITCHELL DM         ,Surface Water,34.94500000,-120.29270000,"Public, Review Status Unknown",Santa Barbara,WDIS_0922783,1965-06-01 00:00:00,,Feet,,WaterTemperature,68.00000000,,,0.10000000,°F,EPA 170.1 (Field),
3742,CUYAMA R BL TWITCHEL,D6305000,CUYAMA R BL TWITCHELL DM         ,Surface Water,34.94500000,-120.29270000,"Public, Review Status Unknown",Santa Barbara,WDIS_0922784,1965-12-01 15:45:00,,Feet,,DissolvedOxygen,9.20000000,*See Units Note,,0.20000000,mg/L,EPA 360.2 (Field),
3742,CUYAMA R BL TWITCHEL,D6305000,CUYAMA R BL TWITCHELL DM         ,Surface Water,34.94500000,-120.29270000,"Public, Review Status Unknown",Santa Barbara,WDIS_0922784,1965-12-01 15:45:00,,Feet,,WaterTemperature,53.00000000,,,0.10000000,°F,EPA 170.1 (Field),
3742,CUYAMA R BL TWITCHEL,D6305000,CUYAMA R BL TWITCHELL DM         ,Surface Water,34.94500000,-120.29270000,"Public, Review Status Unknown",Santa Barbara,WDIS_0922785,1966-01-04 10:20:00,,Feet,,DissolvedOxygen,11.80000000,*See Units Note,,0.20000000,mg/L,EPA 360.2 (Field),
3742,CUYAMA R BL TWITCHEL,D6305000,CUYAMA R BL TWITCHELL DM         ,Surface Water,34.94500000,-120.29270000,"Public, Review Status Unknown",Santa Barbara,WDIS_0922785,1966-01-04 10:20:00,,Feet,,WaterTemperature,45.00000000,,,0.10000000,°F,EPA 170.1 (Field),
3742,CUYAMA R BL TWITCHEL,D6305000,CUYAMA R BL TWITCHELL DM         ,Surface Water,34.94500000,-120.29270000,"Public, Review Status Unknown",Santa Barbara,WDIS_0922786,1966-02-01 16:45:00,,Feet,,DissolvedOxygen,14.00000000,*See Units Note,,0.20000000,mg/L,EPA 360.2 (Field),
3742,CUYAMA R BL TWITCHEL,D6305000,CUYAMA R BL TWITCHELL DM         ,Surface Water,34.94500000,-120.29270000,"Public, Review Status Unknown",Santa Barbara,WDIS_0922786,1966-02-01 16:45:00,,Feet,,WaterTemperature,53.00000000,,,0.10000000,°F,EPA 170.1 (Field),
3742,CUYAMA R BL TWITCHEL,D6305000,CUYAMA R BL TWITCHELL DM         ,Surface Water,34.94500000,-120.29270000,"Public, Review Status Unknown",Santa Barbara,WDIS_0922787,1966-04-04 15:00:00,,Feet,,DissolvedOxygen,10.00000000,*See Units Note,,0.20000000,mg/L,EPA 360.2 (Field),
3742,CUYAMA R BL TWITCHEL,D6305000,CUYAMA R BL TWITCHELL DM         ,Surface Water,34.94500000,-120.29270000,"Public, Review Status Unknown",Santa Barbara,WDIS_0922787,1966-04-04 15:00:00,,Feet,,WaterTemperature,68.00000000,,,0.10000000,°F,EPA 170.1 (Field),
3742,CUYAMA R BL TWITCHEL,D6305000,CUYAMA R BL TWITCHELL DM         ,Surface Water,34.94500000,-120.29270000,"Public, Review Status Unknown",Santa Barbara,WDIS_0922788,1967-05-30 11:00:00,,Feet,,DissolvedOxygen,12.80000000,*See Units Note,,0.20000000,mg/L,EPA 360.2 (Field),
3742,CUYAMA R BL TWITCHEL,D6305000,CUYAMA R BL TWITCHELL DM         ,Surface Water,34.94500000,-120.29270000,"Public, Review Status Unknown",Santa Barbara,WDIS_0922788,1967-05-30 11:00:00,,Feet,,WaterTemperature,57.00000000,,,0.10000000,°F,EPA 170.1 (Field),
3742,CUYAMA R BL TWITCHEL,D6305000,CUYAMA R BL TWITCHELL DM         ,Surface Water,34.94500000,-120.29270000,"Public, Review Status Unknown",Santa Barbara,WDIS_0922789,1967-07-09 13:20:00,,Feet,,DissolvedOxygen,13.40000000,*See Units Note,,0.20000000,mg/L,EPA 360.2 (Field),
3742,CUYAMA R BL TWITCHEL,D6305000,CUYAMA R BL TWITCHELL DM         ,Surface Water,34.94500000,-120.29270000,"Public, Review Status Unknown",Santa Barbara,WDIS_0922789,1967-07-09 13:20:00,,Feet,,WaterTemperature,57.00000000,,,0.10000000,°F,EPA 170.1 (Field),
3742,CUYAMA R BL TWITCHEL,D6305000,CUYAMA R BL TWITCHELL DM         ,Surface Water,34.94500000,-120.29270000,"Public, Review Status Unknown",Santa Barbara,WDIS_0922790,1967-08-07 17:50:00,,Feet,,DissolvedOxygen,12.00000000,*See Units Note,,0.20000000,mg/L,EPA 360.2 (Field),
3742,CUYAMA R BL TWITCHEL,D6305000,CUYAMA R BL TWITCHELL DM         ,Surface Water,34.94500000,-120.29270000,"Public, Review Status Unknown",Santa Barbara,WDIS_0922790,1967-08-07 17:50:00,,Feet,,WaterTemperature,64.00000000,,,0.10000000,°F,EPA 170.1 (Field),
3742,CUYAMA R BL TWITCHEL,D6305000,CUYAMA R BL TWITCHELL DM         ,Surface Water,34.94500000,-120.29270000,"Public, Review Status Unknown",Santa Barbara,WDIS_0922791,1967-08-29 10:45:00,,Feet,,DissolvedOxygen,10.20000000,*See Units Note,,0.20000000,mg/L,EPA 360.2 (Field),
3742,CUYAMA R BL TWITCHEL,D6305000,CUYAMA R BL TWITCHELL DM         ,Surface Water,34.94500000,-120.29270000,"Public, Review Status Unknown",Santa Barbara,WDIS_0922791,1967-08-29 10:45:00,,Feet,,WaterTemperature,66.00000000,,,0.10000000,°F,EPA 170.1 (Field),
3742,CUYAMA R BL TWITCHEL,D6305000,CUYAMA R BL TWITCHELL DM         ,Surface Water,34.94500000,-120.29270000,"Public, Review Status Unknown",Santa Barbara,WDIS_0922792,1967-10-04 09:00:00,,Feet,,DissolvedOxygen,10.00000000,*See Units Note,,0.20000000,mg/L,EPA 360.2 (Field),
3742,CUYAMA R BL TWITCHEL,D6305000,CUYAMA R BL TWITCHELL DM         ,Surface Water,34.94500000,-120.29270000,"Public, Review Status Unknown",Santa Barbara,WDIS_0922792,1967-10-04 09:00:00,,Feet,,WaterTemperature,64.00000000,,,0.10000000,°F,EPA 170.1 (Field),
3742,CUYAMA R BL TWITCHEL,D6305000,CUYAMA R BL TWITCHELL DM         ,Surface Water,34.94500000,-120.29270000,"Public, Review Status Unknown",Santa Barbara,WDIS_0922793,1967-11-07 13:40:00,,Feet,,DissolvedOxygen,10.10000000,*See Units Note,,0.20000000,mg/L,EPA 360.2 (Field),
3742,CUYAMA R BL TWITCHEL,D6305000,CUYAMA R BL TWITCHELL DM         ,Surface Water,34.94500000,-120.29270000,"Public, Review Status Unknown",Santa Barbara,WDIS_0922793,1967-11-07 13:40:00,,Feet,,WaterTemperature,64.00000000,,,0.10000000,°F,EPA 170.1 (Field),
3742,CUYAMA R BL TWITCHEL,D6305000,CUYAMA R BL TWITCHELL DM         ,Surface Water,34.94500000,-120.29270000,"Public, Review Status Unknown",Santa Barbara,WDIS_0922794,1967-12-11 11:20:00,,Feet,,DissolvedOxygen,10.50000000,*See Units Note,,0.20000000,mg/L,EPA 360.2 (Field),
3742,CUYAMA R BL TWITCHEL,D6305000,CUYAMA R BL TWITCHELL DM         ,Surface Water,34.94500000,-120.29270000,"Public, Review Status Unknown",Santa Barbara,WDIS_0922794,1967-12-11 11:20:00,,Feet,,WaterTemperature,57.00000000,,,0.10000000,°F,EPA 170.1 (Field),
3742,CUYAMA R BL TWITCHEL,D6305000,CUYAMA R BL TWITCHELL DM         ,Surface Water,34.94500000,-120.29270000,"Public, Review Status Unknown",Santa Barbara,WDIS_0922795,1968-01-11 19:45:00,,Feet,,DissolvedOxygen,11.80000000,*See Units Note,,0.20000000,mg/L,EPA 360.2 (Field),
3742,CUYAMA R BL TWITCHEL,D6305000,CUYAMA R BL TWITCHELL DM         ,Surface Water,34.94500000,-120.29270000,"Public, Review Status Unknown",Santa Barbara,WDIS_0922795,1968-01-11 19:45:00,,Feet,,WaterTemperature,48.00000000,,,0.10000000,°F,EPA 170.1 (Field),
3742,CUYAMA R BL TWITCHEL,D6305000,CUYAMA R BL TWITCHELL DM         ,Surface Water,34.94500000,-120.29270000,"Public, Review Status Unknown",Santa Barbara,WDIS_0922796,1968-03-15 10:00:00,,Feet,,DissolvedOxygen,15.70000000,*See Units Note,,0.20000000,mg/L,EPA 360.2 (Field),
3742,CUYAMA R BL TWITCHEL,D6305000,CUYAMA R BL TWITCHELL DM         ,Surface Water,34.94500000,-120.29270000,"Public, Review Status Unknown",Santa Barbara,WDIS_0922796,1968-03-15 10:00:00,,Feet,,WaterTemperature,60.00000000,,,0.10000000,°F,EPA 170.1 (Field),
3742,CUYAMA R BL TWITCHEL,D6305000,CUYAMA R BL TWITCHELL DM         ,Surface Water,34.94500000,-120.29270000,"Public, Review Status Unknown",Santa Barbara,WDIS_0922797,1968-04-05 11:30:00,,Feet,,DissolvedOxygen,8.60000000,*See Units Note,,0.20000000,mg/L,EPA 360.2 (Field),
3742,CUYAMA R BL TWITCHEL,D6305000,CUYAMA R BL TWITCHELL DM         ,Surface Water,34.94500000,-120.29270000,"Public, Review Status Unknown",Santa Barbara,WDIS_0922797,1968-04-05 11:30:00,,Feet,,WaterTemperature,70.00000000,,,0.10000000,°F,EPA 170.1 (Field),
3742,CUYAMA R BL TWITCHEL,D6305000,CUYAMA R BL TWITCHELL DM         ,Surface Water,34.94500000,-120.29270000,"Public, Review Status Unknown",Santa Barbara,WDIS_0922798,1968-05-03 07:50:00,,Feet,,DissolvedOxygen,8.90000000,*See Units Note,,0.20000000,mg/L,EPA 360.2 (Field),
3742,CUYAMA R BL TWITCHEL,D6305000,CUYAMA R BL TWITCHELL DM         ,Surface Water,34.94500000,-120.29270000,"Public, Review Status Unknown",Santa Barbara,WDIS_0922798,1968-05-03 07:50:00,,Feet,,WaterTemperature,58.00000000,,,0.10000000,°F,EPA 170.1 (Field),
3742,CUYAMA R BL TWITCHEL,D6305000,CUYAMA R BL TWITCHELL DM         ,Surface Water,34.94500000,-120.29270000,"Public, Review Status Unknown",Santa Barbara,WDIS_0922799,1969-04-21 16:00:00,,Feet,,DissolvedOxygen,8.10000000,*See Units Note,,0.20000000,mg/L,EPA 360.2 (Field),
